customer_id,churn_value,churn_label,customer_status,churn_category,churn_reason,tenure,tenure_cohort,cluster,early_churn,monthly_charges,total_charges,total_revenue,cltv,contract,payment_method,paperless_billing,satisfaction_score,number_of_referrals,online_security,online_backup,device_protection,premium_tech_support,streaming_tv,streaming_movies,streaming_music,num_streaming_services,has_security_service,total_services_used,avg_monthly_gb_download
5057-RKGLH,0,No,Stayed,Not Applicable,,9,7–12,0,0,20.35,191.1,468.57,5352,Two Year,Mailed check,No,3,9,No,No,No,No,No,No,No,0,0,0,0
5060-TQUQN,0,No,Stayed,Not Applicable,,30,25+,2,0,83.55,2570.2,2877.4,3558,Month-to-Month,Bank transfer (automatic),Yes,3,1,No,Yes,No,Yes,No,No,Yes,1,1,3,48
5061-PBXFW,0,No,Stayed,Not Applicable,,32,25+,2,0,61.4,1864.65,3357.77,2649,Month-to-Month,Bank transfer (automatic),No,3,3,Yes,Yes,No,Yes,No,No,No,0,1,3,17
5062-CJJKH,0,No,Stayed,Not Applicable,,25,25+,2,0,53.65,1355.45,2259.7,5854,One Year,Mailed check,No,5,1,No,Yes,Yes,No,No,No,No,0,1,2,53
5063-IUOKK,0,No,Stayed,Not Applicable,,13,13–24,0,0,19.75,265.75,397.18,2016,Two Year,Mailed check,No,5,0,No,No,No,No,No,No,No,0,0,0,0
5066-GFJMM,0,No,Joined,Not Applicable,,3,0–3,0,0,19.9,45.75,169.83,3716,Month-to-Month,Mailed check,Yes,5,4,No,No,No,No,No,No,No,0,0,0,0
5067-DGXLL,0,No,Joined,Not Applicable,,2,0–3,0,0,20.25,36.8,68.46,5736,Month-to-Month,Mailed check,No,4,0,No,No,No,No,No,No,No,0,0,0,0
5067-WJEUN,0,No,Stayed,Not Applicable,,67,25+,1,0,54.2,3838.2,4578.5,6005,Two Year,Bank transfer (automatic),Yes,4,1,Yes,Yes,No,No,No,No,No,0,1,2,26
5067-XJQFU,0,No,Stayed,Not Applicable,,66,25+,1,0,108.45,7076.35,8514.49,4582,One Year,Electronic check,Yes,5,3,No,Yes,Yes,Yes,Yes,Yes,No,2,1,5,9
5071-FBJFS,0,No,Stayed,Not Applicable,,4,4–6,2,0,50.3,217.1,395.66,3147,Month-to-Month,Electronic check,No,3,8,Yes,No,No,No,No,No,No,0,1,1,21
5073-RZGBK,0,No,Stayed,Not Applicable,,50,25+,1,0,80.05,4042.2,6501.2,5823,One Year,Bank transfer (automatic),Yes,3,6,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1,6,76
5073-WXOYN,1,Yes,Churned,Competitor,Competitor offered more data,60,25+,1,0,50.8,3027.4,3027.4,4941,Month-to-Month,Electronic check,Yes,2,0,No,Yes,No,No,Yes,Yes,Yes,3,1,4,5
5074-FBGHB,0,No,Stayed,Not Applicable,,64,25+,1,0,104.65,6889.8,8550.6,6443,One Year,Credit card (automatic),Yes,4,0,No,No,Yes,Yes,Yes,Yes,Yes,3,1,5,23
5075-JSDKI,0,No,Stayed,Not Applicable,,59,25+,0,0,24.45,1493.1,3925.67,6196,Two Year,Electronic check,No,4,0,No,No,No,No,No,No,No,0,0,0,0
5076-YVXCM,0,No,Stayed,Not Applicable,,51,25+,1,0,83.4,4149.45,6491.61,4191,Month-to-Month,Bank transfer (automatic),No,5,0,No,No,No,No,No,Yes,Yes,2,0,2,12
5077-DXTCG,1,Yes,Churned,Competitor,Competitor had better devices,1,0–3,2,1,45.3,45.3,71.71,2293,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,No,No,No,0,0,0,26
5081-NWSUP,0,No,Stayed,Not Applicable,,10,7–12,2,0,64.9,685.55,1060.05,4883,One Year,Mailed check,No,3,0,No,Yes,No,Yes,No,Yes,Yes,2,1,4,5
5084-OOVCJ,0,No,Stayed,Not Applicable,,17,13–24,2,0,55.35,920.5,1264.41,5465,Month-to-Month,Credit card (automatic),Yes,4,1,Yes,No,No,Yes,No,No,No,0,1,2,69
5087-SUURX,1,Yes,Churned,Dissatisfaction,Lack of self-service on Website,18,13–24,2,0,39.05,669.85,669.85,2601,Month-to-Month,Electronic check,Yes,3,1,No,No,Yes,No,Yes,No,No,1,1,2,30
5088-QZLRL,0,No,Joined,Not Applicable,,1,0–3,0,0,20.65,20.65,22.12,2729,Month-to-Month,Electronic check,No,5,0,No,No,No,No,No,No,No,0,0,0,0
5089-IFSDP,1,Yes,Churned,Dissatisfaction,Product dissatisfaction,58,25+,1,0,109.45,6144.55,7767.97,6424,Two Year,Bank transfer (automatic),Yes,1,1,Yes,Yes,Yes,No,Yes,Yes,Yes,3,1,6,24
5090-EMGTC,0,No,Stayed,Not Applicable,,59,25+,1,0,100.05,6034.85,8734.1,4521,Two Year,Mailed check,Yes,3,10,No,Yes,No,Yes,Yes,Yes,Yes,3,1,5,11
5091-HFAZW,0,No,Joined,Not Applicable,,2,0–3,2,0,91.15,168.5,272.06,2686,Month-to-Month,Electronic check,Yes,3,0,Yes,Yes,No,No,Yes,No,No,1,1,3,12
5092-STPKP,0,No,Stayed,Not Applicable,,24,13–24,0,0,56.35,1381.2,2105.52,5128,Month-to-Month,Credit card (automatic),No,4,0,Yes,No,No,Yes,No,No,No,0,1,2,4
5093-FEGLU,0,No,Stayed,Not Applicable,,47,25+,0,0,19.65,921.55,3078.85,4159,Two Year,Bank transfer (automatic),No,5,1,No,No,No,No,No,No,No,0,0,0,0
5095-AESKG,1,Yes,Churned,Competitor,Competitor offered higher download speeds,3,0–3,2,1,91.5,242.95,347.78,5646,Month-to-Month,Credit card (automatic),Yes,3,1,No,Yes,No,No,No,Yes,Yes,2,1,3,20
5095-ETBRJ,0,No,Stayed,Not Applicable,,55,25+,1,0,56.8,3112.05,3241.85,4702,Two Year,Mailed check,No,4,5,Yes,Yes,No,Yes,No,No,No,0,1,3,69
5099-BAILX,1,Yes,Churned,Competitor,Competitor made better offer,43,25+,1,0,110.75,4687.9,5312.26,2728,Month-to-Month,Bank transfer (automatic),Yes,2,1,No,Yes,Yes,Yes,Yes,Yes,No,2,1,5,5
5103-MHMHY,1,Yes,Churned,Competitor,Competitor had better devices,1,0–3,0,1,45.95,45.95,92.12,4563,Month-to-Month,Mailed check,No,1,0,No,No,No,No,No,No,No,0,0,0,19
5108-ADXWO,1,Yes,Churned,Competitor,Competitor made better offer,11,7–12,2,0,73.5,791.75,1219.43,4509,Month-to-Month,Electronic check,Yes,1,0,Yes,No,No,No,No,No,No,0,1,1,30
5110-CHOPY,0,No,Stayed,Not Applicable,,60,25+,1,0,53.6,3237.05,3237.05,4173,Two Year,Electronic check,No,3,0,Yes,No,Yes,No,Yes,Yes,Yes,3,1,5,4
5115-GZDEL,0,No,Stayed,Not Applicable,,72,25+,1,0,67.2,4671.7,4671.7,5592,Two Year,Credit card (automatic),No,3,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,71
5115-SQAAU,0,No,Stayed,Not Applicable,,69,25+,0,0,25.6,1673.4,3092.93,6053,Two Year,Bank transfer (automatic),Yes,4,5,No,No,No,No,No,No,No,0,0,0,0
5117-IFGPS,0,No,Stayed,Not Applicable,,29,25+,2,0,84.3,2357.75,3423.5,2217,Two Year,Electronic check,Yes,3,7,No,No,No,No,No,Yes,Yes,2,0,2,12
5117-ZSMHQ,0,No,Stayed,Not Applicable,,71,25+,1,0,89.9,6342.7,9160.17,5835,Two Year,Bank transfer (automatic),No,5,9,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,85
5118-MUEYH,0,No,Stayed,Not Applicable,,48,25+,1,0,105.1,5083.55,6967.55,3109,Month-to-Month,Credit card (automatic),Yes,3,4,No,Yes,No,Yes,Yes,Yes,Yes,3,1,5,51
5119-KEPFY,0,No,Stayed,Not Applicable,,36,25+,2,0,95.0,3440.25,3655.89,3057,Month-to-Month,Bank transfer (automatic),Yes,5,3,No,No,No,No,Yes,Yes,Yes,3,0,3,6
5119-NZPTV,0,No,Joined,Not Applicable,,2,0–3,2,0,70.1,141.65,211.63,5592,Month-to-Month,Electronic check,No,4,9,No,No,No,No,No,No,No,0,0,0,24
5120-ZBLAI,0,No,Stayed,Not Applicable,,50,25+,1,0,75.7,3876.2,4349.7,6144,One Year,Bank transfer (automatic),No,5,5,No,No,Yes,No,Yes,Yes,Yes,3,1,4,28
5122-CYFXA,0,No,Joined,Not Applicable,,3,0–3,2,0,75.3,244.1,361.07,5387,Month-to-Month,Electronic check,Yes,3,0,No,Yes,No,Yes,Yes,Yes,Yes,3,1,5,20
5124-EOGYE,0,No,Stayed,Not Applicable,,31,25+,0,0,20.45,638.55,1710.22,2598,Two Year,Mailed check,No,3,0,No,No,No,No,No,No,No,0,0,0,0
5125-CNDSP,0,No,Stayed,Not Applicable,,63,25+,1,0,40.6,2588.95,2588.95,6406,One Year,Bank transfer (automatic),Yes,3,0,Yes,Yes,No,Yes,No,No,No,0,1,3,28
5126-RCXYW,0,No,Stayed,Not Applicable,,54,25+,2,0,46.0,2424.05,2514.05,4451,Two Year,Credit card (automatic),No,4,0,No,No,Yes,Yes,No,Yes,Yes,2,1,4,19
5127-BZENZ,0,No,Stayed,Not Applicable,,56,25+,1,0,65.2,3512.15,5736.47,4775,One Year,Bank transfer (automatic),No,3,1,Yes,No,No,No,Yes,No,No,1,1,2,11
5129-HHMZC,0,No,Stayed,Not Applicable,,43,25+,1,0,86.45,3574.5,4480.94,3110,Two Year,Credit card (automatic),No,4,6,Yes,Yes,No,Yes,Yes,Yes,Yes,3,1,6,14
5129-JLPIS,0,No,Stayed,Not Applicable,,25,25+,1,0,105.5,2686.05,2946.05,5822,Month-to-Month,Electronic check,Yes,3,0,Yes,No,Yes,Yes,Yes,Yes,Yes,3,1,6,48
5130-IEKQT,1,Yes,Churned,Price,Price too high,25,25+,2,0,105.95,2655.25,3813.75,4283,Month-to-Month,Mailed check,No,2,0,No,Yes,Yes,No,Yes,Yes,No,2,1,4,22
5130-YPIRV,0,No,Stayed,Not Applicable,,62,25+,1,0,72.0,4284.2,4681.62,6489,Two Year,Credit card (automatic),Yes,4,1,Yes,Yes,Yes,No,Yes,No,No,1,1,4,59
5131-PONJI,0,No,Stayed,Not Applicable,,49,25+,1,0,90.4,4494.65,5069.91,5804,Month-to-Month,Credit card (automatic),Yes,3,10,No,Yes,Yes,No,Yes,No,No,1,1,3,20
5133-POWUA,0,No,Joined,Not Applicable,,1,0–3,2,0,45.8,45.8,59.42,2614,Month-to-Month,Mailed check,Yes,5,0,No,No,No,No,No,No,No,0,0,0,21
5133-VRSAB,0,No,Stayed,Not Applicable,,8,7–12,0,0,29.35,216.45,226.45,5369,Month-to-Month,Mailed check,No,4,0,Yes,No,No,No,No,No,No,0,1,1,8
5134-IKDAY,1,Yes,Churned,Dissatisfaction,Service dissatisfaction,1,0–3,2,1,69.8,69.8,80.88,2123,Month-to-Month,Electronic check,Yes,3,1,No,No,No,No,No,No,No,0,0,0,13
5135-GRQJV,0,No,Stayed,Not Applicable,,72,25+,1,0,114.5,8331.95,8735.15,6051,Two Year,Mailed check,Yes,3,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,19
5135-RDDQL,0,No,Stayed,Not Applicable,,63,25+,0,0,50.65,3221.25,4779.37,4847,Two Year,Bank transfer (automatic),Yes,3,6,Yes,No,No,No,No,No,No,0,1,1,11
5136-GFPMB,0,No,Stayed,Not Applicable,,54,25+,1,0,89.4,4869.5,6776.78,5871,Month-to-Month,Credit card (automatic),No,5,0,No,No,Yes,No,No,Yes,Yes,2,1,3,15
5136-KCKGI,1,Yes,Churned,Competitor,Competitor had better devices,33,25+,1,0,103.7,3467.0,4840.13,4461,One Year,Mailed check,Yes,2,1,Yes,No,Yes,No,Yes,Yes,Yes,3,1,5,73
5136-RGMZO,0,No,Stayed,Not Applicable,,31,25+,2,0,71.05,2168.15,2366.55,4443,Month-to-Month,Electronic check,Yes,4,0,No,Yes,No,Yes,Yes,No,No,1,1,3,24
5138-WVKYJ,1,Yes,Churned,Competitor,Competitor made better offer,10,7–12,2,0,98.55,1008.55,1284.25,3658,Month-to-Month,Electronic check,No,1,0,Yes,No,No,No,Yes,Yes,Yes,3,1,4,13
5140-FOMCQ,0,No,Stayed,Not Applicable,,59,25+,1,0,109.15,6557.75,8945.48,5186,One Year,Credit card (automatic),Yes,4,7,Yes,Yes,Yes,No,Yes,Yes,Yes,3,1,6,4
5141-ZUVBH,0,No,Stayed,Not Applicable,,9,7–12,2,0,93.0,870.25,1249.15,2267,Month-to-Month,Bank transfer (automatic),No,3,0,Yes,No,Yes,Yes,No,Yes,Yes,2,1,5,16
5143-EGQFK,1,Yes,Churned,Other,Don't know,10,7–12,0,0,29.65,291.4,401.4,5702,Month-to-Month,Electronic check,Yes,2,0,No,No,No,Yes,No,No,No,0,0,1,20
5143-WMWOG,1,Yes,Churned,Attitude,Attitude of support person,1,0–3,0,1,19.95,19.95,37.56,2051,Month-to-Month,Electronic check,No,2,0,No,No,No,No,No,No,No,0,0,0,0
5144-PQCDZ,0,No,Stayed,Not Applicable,,4,4–6,0,0,19.95,59.25,198.69,3172,Month-to-Month,Mailed check,Yes,5,0,No,No,No,No,No,No,No,0,0,0,0
5144-TVGLP,0,No,Stayed,Not Applicable,,38,25+,2,0,94.75,3653.0,5391.66,3654,Two Year,Electronic check,No,3,0,No,No,No,No,Yes,Yes,No,2,0,2,13
5146-CBVOE,0,No,Stayed,Not Applicable,,16,13–24,2,0,75.1,1212.85,1821.17,5176,Month-to-Month,Bank transfer (automatic),No,5,0,No,Yes,No,No,No,No,No,0,1,1,25
5146-YYFRZ,0,No,Stayed,Not Applicable,,67,25+,0,0,19.95,1311.75,2338.19,6212,Two Year,Bank transfer (automatic),No,5,0,No,No,No,No,No,No,No,0,0,0,0
5148-HKFIR,0,No,Stayed,Not Applicable,,20,13–24,0,0,19.7,406.95,724.35,4404,Two Year,Mailed check,No,5,0,No,No,No,No,No,No,No,0,0,0,0
5148-ORICT,0,No,Stayed,Not Applicable,,64,25+,1,0,74.35,4759.55,5913.47,4781,Two Year,Mailed check,Yes,3,2,Yes,Yes,Yes,Yes,No,Yes,Yes,2,1,6,42
5149-CUZUJ,0,No,Stayed,Not Applicable,,28,25+,2,0,92.9,2768.35,3533.87,2037,One Year,Bank transfer (automatic),No,3,1,No,Yes,Yes,Yes,Yes,No,No,1,1,4,16
5149-QYTTU,0,No,Stayed,Not Applicable,,71,25+,1,0,95.15,6770.85,9222.48,5647,One Year,Credit card (automatic),Yes,3,3,Yes,Yes,Yes,Yes,No,No,No,0,1,4,19
5149-TGWDZ,0,No,Stayed,Not Applicable,,21,13–24,2,0,104.55,2239.4,3001.91,3471,One Year,Mailed check,Yes,4,0,No,Yes,Yes,Yes,Yes,Yes,Yes,3,1,6,27
5150-ITWWB,0,No,Joined,Not Applicable,,3,0–3,2,0,94.85,335.75,449.09,4496,Two Year,Electronic check,Yes,4,0,No,No,No,No,Yes,Yes,Yes,3,0,3,28
5150-LJNSR,0,No,Stayed,Not Applicable,,31,25+,2,0,98.05,3082.1,4213.29,4524,One Year,Bank transfer (automatic),No,4,3,Yes,No,Yes,No,Yes,No,No,1,1,3,59
5151-HQRDG,0,No,Stayed,Not Applicable,,37,25+,0,0,55.05,2030.75,3044.92,3839,Month-to-Month,Mailed check,Yes,5,6,Yes,No,No,No,No,No,No,0,1,1,10
5153-LXKDT,0,No,Stayed,Not Applicable,,68,25+,1,0,110.2,7467.5,8723.46,4108,Two Year,Electronic check,Yes,3,1,Yes,Yes,Yes,No,Yes,Yes,Yes,3,1,6,75
5153-RTHKF,0,No,Stayed,Not Applicable,,34,25+,2,0,85.35,2896.6,3696.96,3818,Month-to-Month,Electronic check,No,5,0,No,No,No,No,Yes,No,No,1,0,1,76
5154-VEKBL,1,Yes,Churned,Competitor,Competitor offered higher download speeds,9,7–12,2,0,58.5,539.85,539.85,3032,Month-to-Month,Mailed check,No,1,0,Yes,No,Yes,Yes,Yes,Yes,Yes,3,1,6,48
5155-AZQPB,0,No,Stayed,Not Applicable,,28,25+,0,0,49.9,1410.25,2569.73,5250,Month-to-Month,Mailed check,No,5,6,No,No,No,No,No,No,No,0,0,0,30
5156-UMKOW,0,No,Joined,Not Applicable,,3,0–3,2,0,29.65,90.05,90.05,5880,Month-to-Month,Mailed check,No,3,0,No,Yes,No,No,No,No,No,0,1,1,53
5158-RIVOP,0,No,Stayed,Not Applicable,,11,7–12,0,0,20.9,202.3,230.02,5359,Two Year,Credit card (automatic),No,5,3,No,No,No,No,No,No,No,0,0,0,0
5159-YFPKQ,1,Yes,Churned,Competitor,Competitor had better devices,2,0–3,2,1,75.8,160.75,209.37,5270,Month-to-Month,Electronic check,Yes,1,0,No,No,Yes,No,No,No,No,0,1,1,16
5160-UXJED,0,No,Stayed,Not Applicable,,17,13–24,2,0,44.6,681.4,902.74,2130,One Year,Mailed check,No,4,0,No,No,No,No,No,No,No,0,0,0,73
5161-UBZXI,0,No,Stayed,Not Applicable,,69,25+,1,0,106.35,7261.75,10221.85,6315,Two Year,Credit card (automatic),Yes,4,1,Yes,Yes,No,Yes,Yes,Yes,Yes,3,1,6,24
5161-XEUVX,0,No,Stayed,Not Applicable,,37,25+,2,0,94.3,3460.95,3946.76,2615,Two Year,Mailed check,No,3,8,No,No,Yes,Yes,Yes,No,No,1,1,3,58
5167-GBFRE,1,Yes,Churned,Other,Poor expertise of online support,4,4–6,0,1,25.2,102.5,102.5,4694,Month-to-Month,Bank transfer (automatic),Yes,3,0,No,No,No,No,No,No,No,0,0,0,19
5167-ZFFMM,1,Yes,Churned,Competitor,Competitor made better offer,1,0–3,2,1,90.85,90.85,99.41,3424,Month-to-Month,Credit card (automatic),Yes,3,0,No,Yes,No,No,No,Yes,Yes,2,1,3,24
5168-MQQCA,0,No,Stayed,Not Applicable,,72,25+,1,0,108.5,8003.8,10771.48,6288,One Year,Bank transfer (automatic),Yes,4,2,No,Yes,Yes,Yes,Yes,Yes,Yes,3,1,6,16
5168-MSWXT,0,No,Stayed,Not Applicable,,8,7–12,2,0,94.75,759.55,936.67,5505,Month-to-Month,Electronic check,Yes,5,4,No,No,Yes,No,Yes,Yes,Yes,3,1,4,82
5170-PTRKA,0,No,Stayed,Not Applicable,,49,25+,2,0,35.8,1782.0,1782.0,4865,One Year,Credit card (automatic),Yes,4,1,Yes,No,No,Yes,No,No,No,0,1,2,82
5171-EPLKN,0,No,Stayed,Not Applicable,,27,25+,0,0,19.85,470.0,1756.55,2176,Two Year,Credit card (automatic),No,4,0,No,No,No,No,No,No,No,0,0,0,0
5172-MIGPM,0,No,Stayed,Not Applicable,,4,4–6,2,0,65.55,237.2,290.44,5707,Month-to-Month,Mailed check,No,4,0,No,No,No,Yes,No,Yes,Yes,2,0,3,59
5172-RKOCB,0,No,Stayed,Not Applicable,,72,25+,1,0,108.95,7875.0,9405.72,5758,Two Year,Credit card (automatic),Yes,4,0,Yes,Yes,No,Yes,Yes,Yes,Yes,3,1,6,53
5173-WXOQV,0,No,Joined,Not Applicable,,2,0–3,2,0,64.2,143.65,182.47,4369,Month-to-Month,Mailed check,Yes,4,2,No,Yes,No,Yes,No,Yes,Yes,2,1,4,26
5173-ZXXXL,0,No,Joined,Not Applicable,,2,0–3,0,0,19.95,47.7,110.6,3488,One Year,Mailed check,No,4,0,No,No,No,No,No,No,No,0,0,0,0
5174-ITUMV,0,No,Stayed,Not Applicable,,67,25+,1,0,105.4,6989.45,9601.11,5666,One Year,Electronic check,Yes,5,0,No,Yes,Yes,No,Yes,Yes,Yes,3,1,5,16
5174-RNGBH,1,Yes,Churned,Dissatisfaction,Network reliability,9,7–12,2,0,66.25,620.55,853.84,5515,Month-to-Month,Mailed check,No,3,0,No,Yes,No,Yes,Yes,No,No,1,1,3,69
5175-AOBHI,1,Yes,Churned,Dissatisfaction,Lack of self-service on Website,4,4–6,0,1,46.0,193.6,253.88,5246,Month-to-Month,Mailed check,Yes,1,0,No,No,No,No,No,No,No,0,0,0,16
5175-WLYXL,0,No,Stayed,Not Applicable,,22,13–24,2,0,78.85,1600.25,2317.95,2444,Month-to-Month,Mailed check,Yes,5,0,No,Yes,No,No,No,No,No,0,1,1,10
5176-LDKUH,0,No,Stayed,Not Applicable,,48,25+,2,0,75.15,3772.65,5753.13,3345,One Year,Electronic check,No,4,0,No,Yes,No,No,No,No,No,0,1,1,23
5176-LMJXE,0,No,Stayed,Not Applicable,,47,25+,0,0,20.55,945.7,3046.13,5404,Two Year,Mailed check,Yes,4,0,No,No,No,No,No,No,No,0,0,0,0
5176-OLSKT,0,No,Stayed,Not Applicable,,66,25+,1,0,66.9,4370.25,7370.65,5546,Two Year,Bank transfer (automatic),No,4,5,Yes,Yes,Yes,No,No,No,No,0,1,3,11
5177-RVZNU,0,No,Stayed,Not Applicable,,37,25+,0,0,20.3,755.4,1133.91,4186,One Year,Bank transfer (automatic),No,3,0,No,No,No,No,No,No,No,0,0,0,0
5178-LMXOP,1,Yes,Churned,Price,Price too high,1,0–3,2,1,95.1,95.1,99.99,5795,Month-to-Month,Electronic check,Yes,1,1,No,No,No,No,Yes,Yes,No,2,0,2,11
5180-UCIIQ,1,Yes,Churned,Other,Moved,22,13–24,2,0,40.05,880.2,880.2,2061,Month-to-Month,Mailed check,No,1,5,Yes,No,No,No,No,Yes,No,1,1,2,18
5181-OABFK,0,No,Stayed,Not Applicable,,56,25+,1,0,61.3,3346.8,4410.24,4173,Two Year,Credit card (automatic),Yes,3,7,Yes,Yes,Yes,No,No,No,No,0,1,3,53
5183-KLYEM,0,No,Stayed,Not Applicable,,72,25+,1,0,112.75,8192.6,10729.88,4927,Two Year,Credit card (automatic),Yes,4,0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,42
5183-SNMJQ,0,No,Stayed,Not Applicable,,10,7–12,2,0,95.1,865.1,1278.75,5787,Month-to-Month,Credit card (automatic),Yes,3,0,No,No,No,Yes,Yes,Yes,Yes,3,0,4,11
5186-EJEGL,0,No,Stayed,Not Applicable,,9,7–12,2,0,69.5,653.25,963.12,3628,Month-to-Month,Mailed check,Yes,3,0,Yes,No,Yes,Yes,Yes,No,Yes,2,1,5,51
5186-PEIZU,0,No,Stayed,Not Applicable,,35,25+,0,0,19.25,617.65,1941.0,4988,Month-to-Month,Bank transfer (automatic),No,5,0,No,No,No,No,No,No,No,0,0,0,0
5186-SAMNZ,1,Yes,Churned,Price,Price too high,1,0–3,2,1,69.5,69.5,190.7,3273,Month-to-Month,Bank transfer (automatic),Yes,2,0,No,No,No,No,No,No,No,0,0,0,15
5188-HGMLP,0,No,Stayed,Not Applicable,,54,25+,1,0,74.0,3919.15,5817.79,4991,Month-to-Month,Bank transfer (automatic),No,5,10,No,No,No,No,No,No,No,0,0,0,5
5192-EBGOV,1,Yes,Churned,Competitor,Competitor had better devices,1,0–3,2,1,85.7,85.7,131.51,4880,Month-to-Month,Electronic check,Yes,1,0,No,No,No,No,Yes,No,No,1,0,1,21
5193-QLVZB,0,No,Stayed,Not Applicable,,63,25+,1,0,104.75,6536.5,9607.75,5882,Two Year,Bank transfer (automatic),Yes,5,0,No,Yes,Yes,No,Yes,Yes,Yes,3,1,5,21
5195-KPUNQ,0,No,Stayed,Not Applicable,,53,25+,1,0,96.75,5206.55,7039.29,4766,One Year,Mailed check,Yes,4,0,Yes,Yes,No,Yes,No,Yes,Yes,2,1,5,28
5196-SGOAK,1,Yes,Churned,Attitude,Attitude of support person,1,0–3,2,1,75.7,75.7,84.75,4884,Month-to-Month,Electronic check,Yes,3,0,No,Yes,No,No,No,No,No,0,1,1,21
5196-WPYOW,0,No,Stayed,Not Applicable,,67,25+,1,0,60.05,3994.05,4431.56,6148,One Year,Mailed check,No,4,1,Yes,Yes,No,Yes,No,No,No,0,1,3,19
5197-LQXXH,0,No,Stayed,Not Applicable,,71,25+,1,0,83.3,5894.5,6809.17,4264,Two Year,Credit card (automatic),Yes,4,9,No,Yes,Yes,Yes,Yes,Yes,Yes,3,1,6,18
5197-PYEPU,0,No,Stayed,Not Applicable,,42,25+,1,0,94.45,3923.8,4331.34,5643,One Year,Credit card (automatic),Yes,3,5,Yes,Yes,No,No,Yes,No,No,1,1,3,69
5197-YPYBZ,0,No,Stayed,Not Applicable,,12,7–12,0,0,25.25,274.7,749.78,2646,Two Year,Credit card (automatic),No,3,4,No,No,No,No,No,No,No,0,0,0,0
5198-EFNBM,0,No,Stayed,Not Applicable,,57,25+,1,0,90.65,5199.8,7857.14,5636,One Year,Electronic check,Yes,4,10,No,Yes,Yes,No,Yes,No,No,1,1,3,4
5198-HQAEN,0,No,Stayed,Not Applicable,,35,25+,2,0,89.7,3165.6,3219.15,2775,One Year,Electronic check,Yes,4,5,No,Yes,No,Yes,Yes,No,No,1,1,3,57
5199-FPUSP,0,No,Stayed,Not Applicable,,33,25+,0,0,34.05,1113.95,1113.95,3044,One Year,Credit card (automatic),No,3,0,Yes,No,No,Yes,No,No,No,0,1,2,12
5201-CBWYG,0,No,Stayed,Not Applicable,,62,25+,0,0,24.8,1476.25,2498.01,5105,One Year,Bank transfer (automatic),No,5,1,No,No,No,No,No,No,No,0,0,0,0
5201-FRKKS,0,No,Stayed,Not Applicable,,25,25+,2,0,74.3,1952.25,2344.21,4815,Month-to-Month,Bank transfer (automatic),No,4,0,Yes,No,No,No,No,No,No,0,1,1,26
5201-USSQZ,0,No,Stayed,Not Applicable,,26,25+,2,0,85.9,2196.45,3295.21,4038,Month-to-Month,Credit card (automatic),No,4,1,No,No,No,Yes,No,Yes,Yes,2,0,3,2
5202-IVJNU,1,Yes,Churned,Dissatisfaction,Network reliability,39,25+,0,0,30.1,1131.3,1281.3,3106,Month-to-Month,Credit card (automatic),No,3,0,No,No,Yes,No,No,No,No,0,1,1,24
5203-XEHAX,0,No,Stayed,Not Applicable,,34,25+,2,0,64.35,2053.05,3555.7,3445,One Year,Electronic check,No,3,0,Yes,Yes,No,No,No,Yes,Yes,2,1,4,7
5204-HMGYF,0,No,Stayed,Not Applicable,,49,25+,1,0,87.2,4345.0,5965.43,4567,One Year,Mailed check,Yes,3,4,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3,1,7,23
5204-QZXPU,1,Yes,Churned,Competitor,Competitor had better devices,19,13–24,2,0,39.65,733.35,733.35,2933,Month-to-Month,Electronic check,Yes,1,0,No,No,Yes,No,Yes,No,No,1,1,2,21
5206-HPJKM,0,No,Stayed,Not Applicable,,17,13–24,2,0,55.5,934.15,1506.71,3190,Month-to-Month,Credit card (automatic),Yes,4,0,Yes,Yes,No,No,No,No,No,0,1,2,14
5206-XZZQI,0,No,Stayed,Not Applicable,,53,25+,1,0,80.6,4348.1,7006.78,6113,Month-to-Month,Mailed check,Yes,4,0,No,Yes,No,Yes,No,No,No,0,1,2,29
5207-PLSTK,0,No,Joined,Not Applicable,,1,0–3,2,0,48.75,48.75,75.01,5068,Month-to-Month,Mailed check,Yes,4,10,Yes,No,No,No,No,No,No,0,1,1,22
5208-FVQKB,0,No,Stayed,Not Applicable,,70,25+,1,0,67.95,4664.15,6409.25,5514,Two Year,Mailed check,No,3,7,Yes,Yes,No,Yes,No,Yes,Yes,2,1,5,15
5208-HFSBT,1,Yes,Churned,Competitor,Competitor had better devices,2,0–3,2,1,55.05,102.75,187.85,5855,Month-to-Month,Credit card (automatic),Yes,1,0,No,Yes,No,Yes,No,No,No,0,1,2,30
5213-TWWJU,0,No,Stayed,Not Applicable,,28,25+,2,0,91.0,2626.15,3892.87,2448,Month-to-Month,Electronic check,No,3,0,No,No,Yes,Yes,No,Yes,Yes,2,1,4,59
5214-CHIWJ,0,No,Stayed,Not Applicable,,27,25+,0,0,20.3,595.05,1179.87,3159,One Year,Mailed check,No,5,0,No,No,No,No,No,No,No,0,0,0,0
